,id,label,start_time,end_time,start_x,start_y,end_x,end_y,amp,peak_vel,med_vel,avg_vel
0,170.0,SACC,0.0,0.03333333333333333,-197.549919128418,-305.0449311733247,-51.73362162721564,-83.57160807331172,0,330.0376597426255,289.03230163136243,213.60358648607732
1,,FIXA,0.03333333333333333,0.35,-45.74226392249675,-74.47162457706351,36.38813798050129,-27.868308929725448,0,674.8663938489664,9.265073844757936,28.745756533835586
2,93.0,SACC,0.35,0.39166666666666666,48.36473936908031,-30.46454709108293,502.3906044000014,-49.07559156417858,0,547.1279760901269,284.89923058561646,276.32033137968426
3,,FIXA,0.39166666666666666,0.5416666666666666,502.39088475704193,-49.07559156417858,506.6004320016644,-129.346776008606,0,68.75699819822637,11.813781582233752,19.45508501166256
4,74.0,SACC,0.5416666666666666,0.5916666666666667,509.7622087614676,-130.29577167478584,1124.2642187082604,-201.7908638465305,0,455.8721415538596,355.92061220740777,283.7700762852949
5,,FIXA,0.5916666666666667,0.6833333333333333,1128.126824269197,-194.4812384317169,1201.9911620566115,-201.07921374959932,0,81.37524191301435,30.629913104257177,30.197849139178256
6,1039.0,SACC,0.6833333333333333,0.6958333333333333,1210.46756431462,-201.15962735978428,1191.650631457013,-201.15961047752265,0,85.75527549830379,38.54219799923897,41.565626445890366
7,,FIXA,0.6958333333333333,0.7791666666666667,1191.647454187274,-201.16019594768667,1196.324146449566,-225.765274910082,0,26.140584789937883,6.757191734627608,9.411558296505522
8,37.0,SACC,0.7791666666666667,0.8458333333333333,1196.8567451774877,-228.1206160613312,217.0095224380493,-30.17522610800053,0,600.5651509986917,336.80544661935795,337.90778477265707
9,,FIXA,0.8458333333333333,1.1208333333333333,217.2346254851728,-29.81780281204138,170.6018304552543,-84.71085288189018,0,109.22559342557814,8.027168156190811,15.979410074755275
10,173.0,SACC,1.1208333333333333,1.15,177.1452390630402,-84.7108840942384,429.3363448627318,-73.78102832950601,0,403.2310374636144,221.6049600836588,217.25632553212796
11,,FIXA,1.15,1.2708333333333333,439.3888492505616,-73.78095388412487,448.6141293850613,-81.54369708557391,0,58.52256395298159,14.774153247113771,16.73463706954474
12,110.0,SACC,1.2708333333333333,1.3041666666666667,440.40993290649993,-81.54369592666637,62.53273019063917,-75.20497648902393,0,506.86458668661686,242.69426920607822,289.21367181919595
13,,FIXA,1.3041666666666667,1.8,62.53265154361725,-75.20495653152466,56.93436474793838,-117.02465193730332,0,54.95737587810014,6.280875858914688,8.812236598798016
14,128.0,SACC,1.8,1.8541666666666667,55.14101040363312,-118.5482025146485,401.43803095817566,-70.59437489599594,0,404.7876215068051,108.15753303697193,164.34804773448548
15,,FIXA,1.8541666666666667,2.0875,401.4381481190006,-69.68361443175563,442.8627440677872,-73.23209395149625,0,29.000771398535804,9.281560077411365,10.904080037870887
16,292.0,SACC,2.0875,2.1125,437.02844116187066,-73.78160339725922,315.5176064968109,-77.56733894348156,0,274.9954228287296,118.39610731775936,120.83909930503778
17,,FIXA,2.1125,2.3,315.5180175831614,-77.56726256453197,319.9671844126848,-65.41484077640023,0,34.44892647435766,6.843494509456354,8.742451921214913
18,304.0,SACC,2.3,2.3291666666666666,313.2524938260223,-64.16870885614208,180.7978466749192,-75.20620822906506,0,223.10783128884904,72.75415836191168,115.76528938491958
19,,FIXA,2.3291666666666666,2.6166666666666667,180.79924978957365,-75.20469991127189,174.6217773067656,-103.43947938193868,0,36.37278639787744,5.228964660661167,7.848572677574187
20,400.0,SACC,2.6166666666666667,2.6416666666666666,179.73234876315306,-103.86150661493085,268.00038537116507,-85.53107556169722,0,178.44726348681743,88.3264728372171,92.8129805935381
21,,FIXA,2.6416666666666666,2.8,268.7927739626313,-85.50217249388949,292.47033285219413,-72.96854165391476,0,22.22753293028252,7.513271693126149,8.378677525700782
22,205.0,SACC,2.8,2.8333333333333335,287.5957386239172,-70.15282864488987,63.740418672561646,-84.59755786005985,0,402.8400379084987,200.21535078164538,171.8862062013084
23,,FIXA,2.8333333333333335,3.183333333333333,63.74183992296628,-82.88162546187445,47.39079797267914,-64.57577938049732,0,46.91207834626264,6.943527072663611,8.420116349939583
24,220.0,SACC,3.183333333333333,3.2041666666666666,47.3903943409029,-58.67285682299621,-59.066059132861895,-167.2075557846179,0,639.755296653188,52.97837240142057,232.7711193428898
25,,FIXA,3.2041666666666666,3.2625,-55.9885325312855,-162.18364240417287,20.83274498133141,-36.768579075688606,0,100.91789353870202,39.500873939215,62.10497602837486
26,0.0,ISAC,3.2625,3.275,27.24940420634628,-26.910265668167074,209.95154547691345,-53.34094762802124,0,733.8663751639413,314.333670205278,371.72931730686787
27,,FIXA,3.275,3.504166666666667,209.91229912872777,-53.32117575173441,47.10506656499426,-109.06077089556896,0,684.9446324223983,11.73592302067291,30.890504259796117
28,8.0,ISAC,3.504166666666667,3.5125,50.87616711266304,-108.56337580620604,59.40841808236067,-99.61562749057777,0,70.32965686309153,45.983347709077826,45.983347709077826
29,,FIXA,3.5125,6.408333333333333,64.25438788063892,-97.47519982226896,7.022258334395472,-50.49816634503576,0,49.87436707377619,5.2938151733717485,7.37230847835677
30,862.0,SACC,6.691666666666666,6.7,8.587644541164455,-67.48403792236552,10.741804957389832,-45.48962116241466,0,125.80697501286676,125.80697501286676,125.80697501286676
31,,FIXA,6.7,10.7375,10.754990726783594,-45.5751596186786,112.27731672266826,1.3266563415527344,0,50.68107151393174,5.631174218264481,7.4316411454885705
