43.19167149066925	-65.95627069473267
42.30123152219792	-65.9562706909676
42.14365461118134	-65.14351878532442
41.57236699803877	-65.0985606488841
38.70531614209933	-55.91705763976166
37.95874798297882	-55.83322522976033
37.95874827519745	-54.84573841094982
39.825789885211634	-54.8457383975687
40.13266638034531	-54.78883981704723
41.74417340755463	-54.78883981704723
41.74417306064004	-54.78883937702277
40.59355355737401	-53.86905288262555
39.14669573307037	-53.86468938511029
39.14669572990046	-53.64353656768799
39.13574899529559	-53.64353634505285
38.842794245574	-53.4068230834495
36.812978749588005	-53.77918414125103
35.12204139636594	-52.87645909195077
34.67047833145322	-51.613032817840576
35.122525691521936	-51.61304014241895
34.640482783317566	-56.64839774473625
34.64047886479032	-58.23471846258126
32.697107884990075	-58.31883998064684
32.55033564567566	-58.5285012453571
32.55033594041408	-58.74749115020727
32.77127415932585	-58.856973963208624
33.5304456949234	-59.50115919113159
33.53044569415688	-59.50115871531599
33.52990930633935	-59.28052179274634
32.73131045325016	-58.62072937328433
32.67548567018946	-57.51968622207653
31.384651025966384	-57.51969506851166
29.44454026222229	-59.4398593035016
29.444553237030945	-60.088811044164274
31.223424434661865	-61.21292948316128
31.223418373095218	-62.3038276363371
30.47142708301544	-62.84835062998373
30.471431323000605	-63.6378477728024
31.193343394686185	-66.16207659564645
31.9280702268336	-66.38026377735692
32.66005618476843	-66.7379379272461
31.926753651017275	-66.737932446849
32.591872811317444	-65.8895358277585
32.591884125716376	-64.70304778590112
33.73414455606338	-62.78550624847424
34.03437593252934	-62.78550624847424
34.9492149097154	-62.78550553953683
35.25983553860512	-62.65671203376096
36.65574748724504	-61.86069171354968
50.11011146784355	-62.657125931192034
71.49512249206636	-58.28238785857904
141.43945607069364	-76.56237048411272
179.01027196887495	-62.8875504719973
249.10330309742724	-81.43734126004414
280.62007940457374	-73.09487097024963
325.4752987456606	-82.9013871091699
347.5728325651258	-78.48365306854248
357.374767780304	-78.48357214589717
357.37467830318934	-74.07950724142225
352.8163106441498	-73.84495949247103
352.8163403435984	-73.45542667861211
354.23912942409515	-71.30785823736122
354.23908440211176	-70.75849771499645
352.0671885354594	-70.75845557010545
351.83779787382576	-68.87586614644597
352.06936466538946	-68.8222646713258
352.8663843034431	-68.8222649288778
353.06332225699134	-68.85089532806971
356.72663869852454	-74.33460585693692
358.65628854133536	-75.31675878200102
356.7189013345001	-76.76648006948204
359.38422838806264	-79.48864565651283
359.8647955656052	-82.44154167181159
359.86479419601534	-81.9712118629742
